binchicken_dir	coassembly	assembler	walltime	cpu_time	mean_load	max_rss	max_vms	samples	length	total_targets	total_size	recover_samples
results/aviary/target/20240111/p__JAGOEH01	coassembly_0	metaspades	86305.0225	2796342.07	3238.01	469031.04	494886.68	SRR6479061,SRR7051284	2	2	48551000000.0	SRR14000033,SRR14000034,SRR5214304,SRR6479061,SRR7051159,SRR7051261,SRR7051284
results/aviary/target/20240111/p__SZUA-182	coassembly_0	metaspades	82338.1804	1851368.97	2244.38	332232.32	333036.55	ERR4352714,ERR4352721	2	2	12148000000.0	ERR4352492,ERR4352514,ERR4352517,ERR4352522,ERR4352603,ERR4352616,ERR4352617,ERR4352619,ERR4352681,ERR4352684,ERR4352685,ERR4352687,ERR4352690,ERR4352692,ERR4352693,ERR4352701,ERR4352714,ERR4352716,ERR4352721,ERR4352729
results/aviary/target/20240111/p__SZUA-182	coassembly_1	metaspades	55199.1734	1805671.91	3267.57	312770.83	313400.62	ERR4352684,ERR4352716	2	2	12727000000.0	ERR4352492,ERR4352510,ERR4352514,ERR4352517,ERR4352522,ERR4352603,ERR4352616,ERR4352617,ERR4352619,ERR4352684,ERR4352685,ERR4352687,ERR4352690,ERR4352692,ERR4352693,ERR4352701,ERR4352714,ERR4352716,ERR4352721,ERR4352729
results/aviary/target/20240111/p__Desantisbacteria	coassembly_0	metaspades	13700.4142	422419.01	3071.66	89194.55	92314.97	SRR10598178,SRR7067147	2	3	6711000000.0	SRR10598177,SRR10598178,SRR6514274,SRR6514730,SRR7067147
results/aviary/target/20240111/p__Desantisbacteria	coassembly_1	metaspades	5346.7283	195701.03	3613.3	61701.46	70176.4	SRR5716309,SRR5716310	2	2	4035000000.0	SRR2426733,SRR2426734,SRR5716309,SRR5716310
results/aviary/target/20240111/p__Muirbacteria	coassembly_0	metaspades	58293.4337	2119302.44	3632.66	323933.91	331163.11	SRR5431133,SRR8449813	2	2	45104000000.0	ERR6188825,ERR6222540,SRR10872662,SRR5431133,SRR6484323,SRR6485349,SRR8449813,SRR9643737,SRR9643738
results/aviary/target/20240111/p__SLNR01	coassembly_0	metaspades	25251.0888	527211.72	2082.0	96199.17	97031.3	SRR943312,SRR943313	2	3	37468000000.0	ERR4067841,SRR1313285,SRR5468420,SRR5468427,SRR636569,SRR942927,SRR943309,SRR943311,SRR943312,SRR943313,SRR943314,SRR943315
results/aviary/target/20240111/p__SLNR01	coassembly_1	metaspades	31503.6758	652283.42	2062.36	183458.94	185648.62	ERR3839023,SRR5581382	2	2	26530000000.0	ERR3839023,ERR4678629,SRR10178537,SRR5581382
results/aviary/target/20240111/p__JABDJQ01	coassembly_0	metaspades	41679.3177	1579414.79	3785.51	338462.61	340433.64	SRR8943084,SRR8943089	2	2	21845000000.0	SRR8943083,SRR8943084,SRR8943089,SRR8943090,SRR8943092
results/aviary/target/20240111/p__JABDJQ01	coassembly_1	megahit	54830.5807	1365204.89	2480.28	51592.61	91776.5	SRR5468422,SRR5468437	2	2	36123000000.0	SRR5468422,SRR5468437,SRR5468441,SRR7514487
results/aviary/target/20240111/p__RBG-13-66-14	coassembly_0	metaspades	71652.6228	2357176.84	3284.13	352979.95	356171.35	SRR12899021,SRR12899023	2	4	48677000000.0	SRR12893780,SRR12899019,SRR12899020,SRR12899021,SRR12899023,SRR12899024
results/aviary/target/20240111/p__RBG-13-66-14	coassembly_1	metaspades	25561.0835	929196.33	3628.08	149047.97	151736.39	SRR7595212,SRR8816745	2	2	14535000000.0	SRR7595153,SRR7595161,SRR7595212,SRR7595230,SRR7595270,SRR7595308,SRR7595370,SRR8816634,SRR8816636,SRR8816639,SRR8816647,SRR8816665,SRR8816696,SRR8816718,SRR8816721,SRR8816745,SRR8816775,SRR8818203,SRR8818207,SRR8818339
results/aviary/target/20240111/p__UBA8481	coassembly_0	metaspades	97938.9582	3813277.67	3891.46	456209.63	463719.36	ERR3858131,ERR3858132	2	7	43634000000.0	ERR3858130,ERR3858131,ERR3858132,ERR3858137,SRR8426588,SRR8863435
results/aviary/target/20240111/p__UBA8481	coassembly_1	megahit	109563.4286	4141734.89	3771.68	90510.96	103821.98	SRR5753872,SRR5753880	2	4	44123000000.0	SRR5753872,SRR5753880
results/aviary/target/20240111/p__JACRDZ01	coassembly_0	metaspades	36492.4266	1442675.21	3944.6	175968.21	179720.89	SRR12113402,SRR12113406	2	9	19878000000.0	SRR12113393,SRR12113397,SRR12113399,SRR12113400,SRR12113402,SRR12113404,SRR12113405,SRR12113406,SRR12113407
results/aviary/target/20240111/p__UBA1439	coassembly_0	metaspades	3878.3505	149714.78	3805.37	67538.87	77343.6	ERR1527276,ERR1527280	2	3	2534000000.0	ERR1527265,ERR1527266,ERR1527275,ERR1527276,ERR1527280,ERR1527284,ERR1527285,ERR1527286
results/aviary/target/20240111/p__UBA1439	coassembly_1	metaspades	4276.1549	173682.28	4042.29	71234.36	75636.66	ERR1527285,ERR1527286	2	2	2516000000.0	ERR1527263,ERR1527265,ERR1527266,ERR1527275,ERR1527276,ERR1527280,ERR1527284,ERR1527285,ERR1527286
results/aviary/target/20240111/p__UBP15	coassembly_1	metaspades	28683.0497	1104739.46	3841.2	190622.22	193383.96	SRR11235434,SRR8476370	2	4	24159000000.0	ERR1414233,ERR1414235,SRR11235434,SRR4244858,SRR5248219,SRR8476231,SRR8476234,SRR8476279,SRR8476364,SRR8476370,SRR8476391,SRR8476545
results/aviary/target/20240111/p__T1SED10-198M	coassembly_0	metaspades	43335.7217	801228.66	1842.77	220942.64	235344.14	ERR599083,ERR599096	2	2	19890000000.0	ERR594308,ERR594322,ERR594333,ERR598947,ERR598960,ERR598980,ERR598985,ERR599000,ERR599008,ERR599083,ERR599096,ERR599112,ERR599115,ERR599124,ERR599128,ERR599149,ERR599166,SRR12561417,SRR4028167,SRR4028175
results/aviary/target/20240111/p__T1SED10-198M	coassembly_1	metaspades	96890.7414	3093189.43	3189.88	440695.54	468256.38	ERR599020,ERR599055	2	2	42609000000.0	ERR594302,ERR594322,ERR594333,ERR598947,ERR598960,ERR598964,ERR598985,ERR599020,ERR599047,ERR599055,ERR599067,ERR599071,ERR599124,ERR599128,ERR599132,ERR599159,ERR599166,ERR868362,ERR868380,ERR868443
results/aviary/target/20240111/p__DRYD01	coassembly_0	metaspades	46388.2401	1669687.41	3591.49	178589.13	180105.72	SRR13190158,SRR13203220	2	4	48383000000.0	SRR10238610,SRR13178631,SRR13178663,SRR13188906,SRR13188907,SRR13188939,SRR13188940,SRR13190158,SRR13203220,SRR13203221,SRR13213328,SRR13221984,SRR13221993,SRR13221994,SRR13221996,SRR13235777,SRR13235779,SRR13236502,SRR13236739,SRR13304735
results/aviary/target/20240111/p__DRYD01	coassembly_1	metaspades	16851.6134	664851.68	3931.94	68401.76	83100.38	SRR5468566,SRR5469039	2	3	15646000000.0	DRR082460,DRR163687,SRR5468566,SRR5469039,SRR636569,SRR7905025
results/aviary/target/20240111/p__JACRDV01	coassembly_0	metaspades	175646.5555	4123118.76	2346.28	494330.75	496108.59	SRR8370062,SRR8370064	2	2	38073000000.0	ERR5523453,ERR5523455,SRR10132616,SRR13008580,SRR15458577,SRR8370062,SRR8370063,SRR8370064
results/aviary/target/20240111/p__JACRDV01	coassembly_1	megahit	56797.776	1349025.02	2370.28	51793.36	54406.87	SRR7467840,SRR7648295	2	2	45154000000.0	DRR090555,SRR10156267,SRR12157856,SRR12623516,SRR13515396,SRR13892590,SRR14699965,SRR16686517,SRR17063064,SRR17063065,SRR17063067,SRR3943823,SRR5210996,SRR5373744,SRR6439369,SRR7467839,SRR7467840,SRR7648295,SRR7974510,SRR8302209
results/aviary/target/20240111/p__Nitrospinota_B	coassembly_0	metaspades	41322.9379	1619655.58	3911.51	202606.98	204292.11	SRR12113426,SRR12113428	2	3	21975000000.0	SRR12113386,SRR12113401,SRR12113418,SRR12113421,SRR12113422,SRR12113424,SRR12113426,SRR12113428,SRR12113429,SRR12113432,SRR12113433,SRR2090150,SRR3500544,SRR3971189,SRR3989295,SRR3990169,SRR4030067,SRR4343428,SRR4343433,SRR4343435
results/aviary/target/20240111/p__Nitrospinota_B	coassembly_1	metaspades	48763.2425	2065415.63	4229.47	219559.26	221125.66	SRR12113432,SRR12113433	2	3	23460000000.0	ERR3858131,SRR12113401,SRR12113418,SRR12113421,SRR12113422,SRR12113424,SRR12113426,SRR12113428,SRR12113429,SRR12113432,SRR12113433,SRR3989295,SRR4343428,SRR4343430,SRR4343433,SRR4343435
results/aviary/target/20240111/p__T1Sed10-126	coassembly_0	metaspades	9357.6208	337384.84	3552.12	61821.34	81368.4	SRR5202689,SRR5202690	2	5	9786000000.0	SRR5202688,SRR5202689,SRR5202690
results/aviary/target/20240111/p__T1Sed10-126	coassembly_1	metaspades	128276.5397	5037157.76	3925.59	370712.05	378350.49	SRR9010614,SRR9010616	2	5	36053000000.0	SRR9010614,SRR9010616
results/aviary/target/20240111/p__RUG730	coassembly_0	metaspades	87543.4652	3114471.88	3554.11	340593.12	342146.36	SRR11802610,SRR11802611	2	3	33352000000.0	ERR3440673,ERR3440681,ERR3440683,ERR3440686,ERR3440696,ERR3494947,ERR3494969,ERR3494973,ERR3494975,ERR3499129,SRR10586125,SRR11567520,SRR11802610,SRR11802611,SRR11802612,SRR12487030,SRR12550803,SRR9051678,SRR9051711,SRR9051731
results/aviary/target/20240111/p__RUG730	coassembly_1	metaspades	28158.6039	1134778.1	4018.34	172620.19	174786.75	SRR11031518,SRR12489248	2	2	21498000000.0	SRR11031517,SRR11031518,SRR11031527,SRR12245786,SRR12489243,SRR12489245,SRR12489246,SRR12489248,SRR15237810,SRR15237811
results/aviary/target/20240111/p__Goldbacteria	coassembly_0	metaspades	37752.6939	1378698.87	3642.15	163159.17	165687.96	SRR5007134,SRR5007140	2	5	35566999999.0	SRR4236670,SRR4236674,SRR4236788,SRR5007117,SRR5007134,SRR5007140,SRR5007359
results/aviary/target/20240111/p__Goldbacteria	coassembly_1	metaspades	19501.5357	842090.07	4309.53	224233.83	224657.8	SRR7798777,SRR7800382	2	3	5316000000.0	SRR7798777,SRR7800382,SRR7800749,SRR7800900
results/aviary/target/20240111/p__CAKKQC01	coassembly_0	metaspades	27165.1801	850396.66	3116.58	99779.76	102444.72	SRR12068623,SRR5189788	2	8	19082000000.0	DRR226088,SRR12068623,SRR12068624,SRR12068625,SRR5189788,SRR5189789
results/aviary/target/20240111/p__CAKKQC01	coassembly_1	metaspades	91406.8099	4004037.36	4377.59	326191.72	328839.48	SRR12313477,SRR12313479	2	4	26544000000.0	SRR12313477,SRR12313479
results/aviary/target/20240111/p__JAHJDO01	coassembly_0	metaspades	62650.2329	2264975.07	3608.43	300462.07	302485.08	SRR5459186,SRR5581655,SRR7526679,SRR8862235	4	4	46049000000.0	SRR5458846,SRR5459186,SRR5459190,SRR5581653,SRR5581655,SRR7526679,SRR7527651,SRR7528366,SRR7528378,SRR7528468,SRR7528806,SRR7528923,SRR7528924,SRR7529180,SRR7529181,SRR7529407,SRR7529408,SRR7529409,SRR8862234,SRR8862235
results/aviary/target/20240111/p__JAHJDO01	coassembly_1	metaspades	16960.3558	637319.13	3744.54	147405.48	150386.45	SRR5459186,SRR7528924	2	3	13933000000.0	SRR5458846,SRR5459186,SRR5459190,SRR5581653,SRR5581655,SRR7526679,SRR7527651,SRR7528366,SRR7528378,SRR7528468,SRR7528474,SRR7528806,SRR7528923,SRR7528924,SRR7529180,SRR7529181,SRR7529407,SRR7529408,SRR7529409,SRR8862235
results/aviary/target/20240111/p__UBP17	coassembly_0	metaspades	17435.7983	633516.72	3614.71	148245.51	150413.35	ERR1995156,ERR1995158	2	6	9415000000.0	ERR1995156,ERR1995157,ERR1995158,SRR6873786
results/aviary/target/20240111/p__UBP17	coassembly_1	metaspades	68308.3835	2019536.64	2953.56	215884.35	217579.95	ERR1352915,ERR4674194	2	4	30964000000.0	ERR1352915,ERR1356710,ERR3428546,ERR4674194,SRR11516663,SRR13564732,SRR14874082,SRR1569871,SRR7080640,SRR8731048,SRR8731049
results/aviary/target/20240111/p__CG2-30-53-67	coassembly_0	metaspades	26857.2509	998703.73	3709.66	171461.91	173041.18	SRR5189948,SRR9849951	2	6	23330000000.0	SRR5189948,SRR5189949,SRR9849936,SRR9849951
results/aviary/target/20240111/p__CG2-30-53-67	coassembly_1	megahit	90055.0563	4199531.03	4657.68	65166.8	68817.75	SRR5277143,SRR5279028	2	3	48170000000.0	SRR5277143,SRR5279028
results/aviary/target/20240111/p__Schekmanbacteria	coassembly_0	metaspades	30373.1888	1235665.7	4052.51	87763.64	88156.67	SRR12112866,SRR12112867	2	3	24374000000.0	SRR12112865,SRR12112866,SRR12112867,SRR12112868
results/aviary/target/20240111/p__Schekmanbacteria	coassembly_1	metaspades	122563.9667	4202132.04	3426.64	457931.4	460890.25	ERR2834521,SRR371318	2	3	47708000000.0	ERR2834315,ERR2834316,ERR2834521,ERR2834522,SRR350561,SRR371318
results/aviary/target/20240111/p__JAGRBM01	coassembly_0	metaspades	16340.1602	730640.99	4459.03	87449.84	100208.4	SRR14271333,SRR14271334	2	2	8851000000.0	SRR13076518,SRR13214015,SRR14271333,SRR14271334,SRR14271339,SRR14932493
results/aviary/target/20240111/p__JAGRBM01	coassembly_1	metaspades	52238.1809	1860922.78	3554.79	218552.11	221624.7	SRR15216810,SRR15216816	2	2	24107000000.0	SRR11177069,SRR15216805,SRR15216807,SRR15216809,SRR15216810,SRR15216812,SRR15216816,SRR15635843,SRR5439188,SRR7428116
results/aviary/target/20240111/p__CAIJMQ01	coassembly_0	metaspades	58605.3786	2209458.39	3765.08	303140.52	304384.06	SRR8556428,SRR9707989	2	7	33676000000.0	SRR8556428,SRR8556479,SRR8556606,SRR8556696,SRR8556697,SRR8556701,SRR8556703,SRR8556705,SRR8556706,SRR8556772,SRR8557033,SRR8557270,SRR9694931,SRR9700529,SRR9700624,SRR9705735,SRR9706179,SRR9707467,SRR9707989,SRR9710702
results/aviary/target/20240111/p__CAIJMQ01	coassembly_1	megahit	52455.7197	2480486.55	4710.82	52008.4	55669.34	ERR3804375,ERR4334730	2	5	41326000000.0	ERR3804375,ERR3804376,ERR4334729,ERR4334730,SRR6436070
results/aviary/target/20240111/p__JACPQY01	coassembly_0	metaspades	77817.0567	2450488.59	3146.99	333940.4	352189.65	ERR594348,ERR599056	2	2	35478000000.0	ERR1726730,ERR1726863,ERR1726972,ERR1740324,ERR2604108,ERR4691734,ERR4691828,ERR594297,ERR594337,ERR594348,ERR594349,ERR599056,ERR599087,ERR599150,ERR599318,ERR868358,ERR868502,ERR868509,SRR13009789,SRR8168145
results/aviary/target/20240111/p__JACPQY01	coassembly_1	metaspades	228195.627	8719264.32	3820.51	423134.35	448945.96	ERR2604108,ERR599318	2	2	42157000000.0	ERR1726730,ERR1726972,ERR1740324,ERR2604108,ERR4691713,ERR4691734,ERR4691828,ERR594297,ERR594348,ERR594349,ERR599056,ERR599150,ERR599318,ERR868358,ERR868431,ERR868501,ERR868502,ERR868509,SRR13009789,SRR8168145
results/aviary/target/20240111/p__Abyssobacteria	coassembly_0	metaspades	49577.3965	2045989.85	4118.59	230263.28	231670.93	SRR10095340,SRR12686701	2	8	25914000000.0	SRR10095340,SRR10095341,SRR10095342,SRR10095362,SRR12686701,SRR12687342,SRR5580902
results/aviary/target/20240111/p__Abyssobacteria	coassembly_1	metaspades	33166.596	1381039.12	4155.63	167387.97	168685.16	SRR14802574,SRR14817123	2	6	21855000000.0	SRR14802572,SRR14802574,SRR14817123
results/aviary/target/20240111/p__JAFGBW01	coassembly_0	megahit	7221.8254	169592.58	2296.66	10301.33	13584.78	SRR446575,SRR446576	2	3	15958000000.0	SRR446575,SRR446576,SRR446577
results/aviary/target/20240111/p__JAFGBW01	coassembly_1	metaspades	57056.1958	1931901.77	3379.25	251471.18	254101.82	SRR6823441,SRR7051285	2	2	45473999999.0	SRR5214151,SRR6301445,SRR6301447,SRR6478754,SRR6479061,SRR6823441,SRR7051284,SRR7051285
results/aviary/target/20240111/p__Desulfobacterota_C	coassembly_0	megahit	46689.4581	2215082.24	4723.1	52164.31	55843.08	SRR12349263,SRR12349264	2	7	28931000000.0	ERR688342,ERR688346,SRR10580906,SRR11106621,SRR11241200,SRR12349261,SRR12349263,SRR12349264,SRR13162660,SRR13343984,SRR13343987,SRR14556203,SRR14699990,SRR15144437,SRR15144438,SRR16123815,SRR17165202,SRR2656925,SRR5892096,SRR9924813
results/aviary/target/20240111/p__Desulfobacterota_C	coassembly_1	metaspades	51827.4112	1836122.44	3538.84	243434.75	247492.5	SRR7091317,SRR7091319	2	4	25243000000.0	ERR2179510,ERR688355,SRR11005201,SRR11106621,SRR11241199,SRR11241201,SRR11241203,SRR13343984,SRR14560472,SRR14699973,SRR14699976,SRR14699984,SRR14699986,SRR14699990,SRR14699991,SRR15144438,SRR16123814,SRR16123815,SRR7091317,SRR7091319
results/aviary/target/20240111/p__JAKLEM01	coassembly_0	megahit	66647.8917	3102732.59	4645.14	51872.14	64957.4	ERR3478687,ERR4904393	2	2	47419000000.0	ERR3478687,ERR4904393
results/aviary/target/20240111/p__Moduliflexota	coassembly_0	metaspades	41934.5102	1481585.52	3526.53	201383.52	202679.61	ERR4682373,SRR12917031	2	4	19478000000.0	ERR1713362,ERR2607520,ERR4678585,ERR4678596,ERR4678629,ERR4678643,ERR4678666,ERR4678677,ERR4678679,ERR4678681,ERR4682371,ERR4682373,ERR4682387,ERR4682466,ERR4682790,ERR4682848,ERR4682852,ERR4682895,SRR12917028,SRR12917031
results/aviary/target/20240111/p__Moduliflexota	coassembly_1	megahit	37359.8387	1659236.81	4410.85	28864.83	33271.18	ERR4682852,SRR12917028	2	4	23161000000.0	ERR2592337,ERR2607504,ERR2607506,ERR2607520,ERR4678643,ERR4678666,ERR4678677,ERR4678679,ERR4678681,ERR4682362,ERR4682371,ERR4682373,ERR4682381,ERR4682790,ERR4682832,ERR4682852,ERR4682895,SRR12917028,SRR12917031,SRR12917050
results/aviary/target/20240111/p__TA06_A	coassembly_0	metaspades	94742.8856	3126042.8	3297.21	417147.68	437206.96	SRR5468423,SRR5468432	2	3	40200000000.0	ERR3890104,SRR5468423,SRR5468425,SRR5468432,SRR5468434,SRR5468437
results/aviary/target/20240111/p__TA06_A	coassembly_1	metaspades	16040.4854	551800.48	3415.58	65575.09	87444.38	DRR027590,DRR045396	2	3	42019000000.0	DRR045396,DRR027590
results/aviary/target/20240111/p__B130-G9	coassembly_0	metaspades	40130.0375	1528154.62	3802.32	150728.4	152680.05	SRR6957438,SRR7975955	2	2	33897000000.0	SRR6957438,SRR7975955
results/aviary/target/20240111/p__HKB111	coassembly_0	metaspades	16595.424	672619.79	4035.81	91635.39	94874.1	SRR11582151,SRR11582174	2	7	12046999999.0	SRR11582151,SRR11582152,SRR11582162,SRR11582174,SRR4101185
results/aviary/target/20240111/p__AUK180	coassembly_0	metaspades	33949.555	1157183.04	3397.12	137602.79	138016.79	SRR5149607,SRR8443420	2	5	20577000000.0	SRR5149607,SRR8443420
results/aviary/target/20240111/p__ARS69	coassembly_0	metaspades	22361.5242	1009901.37	4508.4	91502.36	92504.7	ERR2586215,ERR2586216	2	5	14176000000.0	ERR2586215,ERR2586216,ERR2586217,SRR11294028,SRR12262942,SRR12262944,SRR12262945,SRR12262946,SRR12262947,SRR13356410,SRR13988011,SRR13988012,SRR14023574,SRR14023577,SRR14023578,SRR14024165,SRR5266476,SRR6032603,SRR9733724
results/aviary/target/20240111/p__ARS69	coassembly_1	metaspades	32959.6557	1429007.54	4330.1	106579.4	108181.26	ERR2586215,ERR2586216,ERR2586217	3	5	22502000000.0	ERR2586215,ERR2586216,ERR2586217,SRR11294028,SRR12262942,SRR12262944,SRR12262945,SRR12262946,SRR12262947,SRR13356410,SRR13988011,SRR13988012,SRR14023574,SRR14023577,SRR14023578,SRR14024165,SRR5266476,SRR6032603,SRR9733724
results/aviary/target/20240111/p__DYJV01	coassembly_0	megahit	28105.4304	1254695.27	4422.19	16386.02	22350.16	ERR2021503,SRR8542060	2	5	21483000000.0	ERR2021503,ERR2021507,ERR2021509,SRR8542060
results/aviary/target/20240111/p__DYJV01	coassembly_1	metaspades	50087.0679	1997258.02	3981.06	174109.25	176945.14	SRR10312492,SRR10312500	2	3	48235000000.0	SRR10312492,SRR10312499,SRR10312500,SRR10312501,SRR13622958,SRR13622961,SRR8439022
results/aviary/target/20240111/p__JANLFM01	coassembly_0	metaspades	36468.4213	1593022.81	4351.91	159630.62	161164.83	ERR6222542,SRR15734600	2	9	30485000000.0	ERR1025324,ERR6175507,ERR6222542,SRR10595391,SRR10595456,SRR15237814,SRR15734598,SRR15734599,SRR15734600,SRR15734601,SRR15734602,SRR15734603,SRR15734604,SRR15734605
results/aviary/target/20240111/p__JANLFM01	coassembly_1	metaspades	31863.1802	1278889.31	4003.72	146532.93	148762.96	SRR4244875,SRR5007357	2	3	27091000000.0	SRR11088464,SRR11088482,SRR2043638,SRR4236649,SRR4244875,SRR5007117,SRR5007357,SRR5723895,SRR7638743
results/aviary/target/20240111/p__JAAXVQ01	coassembly_0	metaspades	62569.7631	2131296.35	3400.8	236104.43	238621.33	SRR11829268,SRR8557214	2	3	23613000000.0	SRR11829268,SRR8557214,SRR8557488
results/aviary/target/20240111/p__JAAXVQ01	coassembly_1	metaspades	36324.8724	1229995.36	3376.68	179457.2	182454.88	ERR3839025,ERR3839026	2	3	28842000000.0	ERR3839025,ERR3839026,SRR10968223
results/aviary/target/20240111/p__JACIXR01	coassembly_0	metaspades	27248.6779	1027121.86	3764.01	254702.39	255194.39	SRR7801864,SRR7811731	2	9	5779000000.0	SRR7801864,SRR7811639,SRR7811731
results/aviary/target/20240111/p__JACIXR01	coassembly_1	metaspades	20782.4242	837141.28	4020.81	71539.29	86288.4	SRR6318356,SRR6318357	2	4	22798000000.0	SRR6318356,SRR6318357,SRR6318358
results/aviary/target/20240111/p__UBP7	coassembly_0	megahit	37533.5706	977797.48	2591.54	64462.8	95775.89	ERR868374,ERR868493	2	2	47598000000.0	ERR1726770,ERR1726904,ERR4691714,ERR4691806,ERR598948,ERR599014,ERR599065,ERR599119,ERR868347,ERR868362,ERR868374,ERR868420,ERR868450,ERR868462,ERR868475,ERR868493,ERR868502,ERR868503,SRR7617347,SRR7617352
results/aviary/target/20240111/p__Chrysiogenota	coassembly_0	metaspades	13931.4533	498730.35	3551.61	83766.73	91336.4	ERR3987232,ERR3987276	2	3	32514000000.0	ERR3986938,ERR3987193,ERR3987232,ERR3987276
results/aviary/target/20240111/p__Mcinerneyibacteriota	coassembly_0	metaspades	40383.3488	1452136.3	3585.16	209946.39	213019.59	SRR4236672,SRR5007151	2	7	31341000000.0	SRR11241199,SRR14699984,SRR14699990,SRR2043634,SRR2043635,SRR2636951,SRR2637322,SRR2657209,SRR2657575,SRR2657625,SRR2657627,SRR2657962,SRR2658004,SRR4236672,SRR5007144,SRR5007151,SRR5007222,SRR5007228,SRR7638744,SRR7638773
results/aviary/target/20240111/p__Mcinerneyibacteriota	coassembly_1	metaspades	38189.2838	1543182.18	4027.31	186633.31	189223.98	SRR5209944,SRR5468419	2	5	19027000000.0	SRR10375808,SRR11922363,SRR14023877,SRR14023937,SRR14626312,SRR14626313,SRR14699970,SRR5209942,SRR5209943,SRR5209944,SRR5209945,SRR5209946,SRR5210208,SRR5468416,SRR5468419,SRR6056297
results/aviary/target/20240111/p__JACPUC01	coassembly_0	metaspades	85698.4865	2762848.55	3222.46	316336.66	324871.14	ERR599062,SRR4465036	2	2	47024999999.0	ERR599004,ERR599031,ERR599062,ERR868467,ERR868512,SRR10556728,SRR11744890,SRR11745179,SRR11826814,SRR12389347,SRR13782124,SRR13782128,SRR2915707,SRR4465028,SRR4465032,SRR4465035,SRR4465036,SRR5504450,SRR5506556,SRR5506585
results/aviary/target/20240111/p__JABMQX01	coassembly_0	metaspades	69313.1031	2370034.07	3415.0	432842.34	434920.16	ERR4334730,ERR4334733	2	3	38179000000.0	ERR3804375,ERR3804376,ERR4334727,ERR4334728,ERR4334729,ERR4334730,ERR4334731,ERR4334733,ERR4334734,ERR4334735,ERR4334736,SRR4030042,SRR5272222,SRR6436091
results/aviary/target/20240111/p__JABMQX01	coassembly_1	megahit	2.1973	6.44	1.83	190.67	315.27	SRR8652711,SRR8652712	2	2	14769000000.0	SRR8652711,SRR8652712,SRR8652715
results/aviary/target/20240111/p__4572-55	coassembly_0	metaspades	47374.9717	1574416.58	3319.83	307989.2	310908.01	SRR8670877,SRR8670878	2	5	24805000000.0	SRR8670874,SRR8670875,SRR8670877,SRR8670878,SRR8670879,SRR9952628,SRR9952629,SRR9952633
results/aviary/target/20240111/p__4572-55	coassembly_1	metaspades	79324.2001	2877732.7	3623.54	378759.32	396624.35	SRR8670877,SRR8670878,SRR8670879	3	4	36901000000.0	SRR8670874,SRR8670875,SRR8670877,SRR8670878,SRR8670879,SRR9952628,SRR9952629,SRR9952633
results/aviary/target/20240111/p__CLD3	coassembly_0	megahit	31397.1136	1473740.29	4664.94	27104.16	29411.58	SRR13076506,SRR13076528	2	4	21571000000.0	ERR1149364,ERR1879305,SRR12398186,SRR13076500,SRR13076506,SRR13076517,SRR13076528,SRR13076538,SRR9852219,SRR9852165,SRR9852167,SRR9852168,SRR9852174,SRR9852176,SRR9852177,SRR9852179,SRR9852200,SRR9852211,SRR9852216
results/aviary/target/20240111/p__CLD3	coassembly_1	megahit	54811.4304	2698077.71	4904.2	64883.93	68357.99	SRR12685295,SRR9952630	2	4	38308999999.0	SRR12667569,SRR12676966,SRR12685286,SRR12685288,SRR12685292,SRR12685295,SRR12685300,SRR12685302,SRR12685305,SRR12685309,SRR12685311,SRR12685313,SRR12685314,SRR12685319,SRR5535881,SRR5535882,SRR8670877,SRR9952628,SRR9952630,SRR9952632
results/aviary/target/20240111/p__Nitrospirota_B	coassembly_0	metaspades	36163.6177	1212772.76	3345.96	183108.39	184250.03	SRR5189953,SRR9849951	2	2	20902000000.0	SRR5189953,SRR9849951
results/aviary/target/20240111/p__J088	coassembly_0	metaspades	56247.6998	2189641.6	3888.89	200694.54	202658.27	SRR10580903,SRR12234142	2	2	43085000000.0	SRR10580903,SRR10580906,SRR12234141,SRR12234142,SRR12234144,SRR15327643,SRR6235235,SRR6800325
results/aviary/target/20240111/p__NPL-UPA2	coassembly_0	metaspades	79776.8721	2689878.85	3366.44	452638.3	455809.29	SRR9822615,SRR9822616	2	7	40474000000.0	SRR9822615,SRR9822616,SRR9822617,SRR9822619
results/aviary/target/20240111/p__NPL-UPA2	coassembly_1	metaspades	3414.7939	127252.87	3707.67	60262.62	68264.4	SRR1636516,SRR1636517	2	6	2941000000.0	SRR1636516,SRR1636517
results/aviary/target/20240111/p__CSSED10-310	coassembly_0	metaspades	21842.3154	916103.2	4184.44	150320.41	151751.81	SRR3330207,SRR3330212	2	7	14891000000.0	ERR4678559,ERR4678564,ERR4678611,ERR4678614,ERR4682417,SRR3330202,SRR3330204,SRR3330205,SRR3330206,SRR3330207,SRR3330208,SRR3330209,SRR3330210,SRR3330211,SRR3330212,SRR6476076,SRR8868559
results/aviary/target/20240111/p__CSSED10-310	coassembly_1	metaspades	24429.1983	993710.54	4053.12	151011.59	153535.9	SRR3330209,SRR3330210	2	6	15662000000.0	ERR4678559,ERR4678564,ERR4678611,ERR4682417,SRR3330202,SRR3330204,SRR3330205,SRR3330206,SRR3330207,SRR3330208,SRR3330209,SRR3330210,SRR3330211,SRR3330212,SRR6476076,SRR8868559
